,age,ed,income,debtinc,creddebt,othdebt,spoused,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,carvalue,commutetime,tenure,longmon,longten,tollmon,tollten,equipmon,equipten,cardmon,cardten,wiremon,wireten,hourstv,region_2,region_3,region_4,region_5,townsize_2.0,townsize_3.0,townsize_4.0,townsize_5.0,gender_1,empcat_2,empcat_3,empcat_4,empcat_5,inccat_2,inccat_3,inccat_4,inccat_5,jobsat_2,jobsat_3,jobsat_4,jobsat_5,hometype_2,hometype_3,hometype_4,addresscat_2,addresscat_3,addresscat_4,addresscat_5,cars_1,cars_2,cars_3,cars_4,cars_5,cars_6,cars_7,cars_8,carown_0,carown_1,cartype_0,cartype_1,carcatvalue_1,carcatvalue_2,carcatvalue_3,carbought_0,carbought_1,commutecat_2,commutecat_3,commutecat_4,commutecat_5,reason_2,reason_3,reason_4,reason_9,polview_2,polview_3,polview_4,polview_5,polview_6,polview_7,card_2,card_3,card_4,card_5,cardtype_2,cardtype_3,cardtype_4,cardbenefit_2,cardbenefit_3,cardbenefit_4,cardtenurecat_2,cardtenurecat_3,cardtenurecat_4,cardtenurecat_5,card2_2,card2_3,card2_4,card2_5,card2type_2,card2type_3,card2type_4,card2benefit_2,card2benefit_3,card2benefit_4,card2tenurecat_2,card2tenurecat_3,card2tenurecat_4,card2tenurecat_5,bfast_2,bfast_3,internet_1,internet_2,internet_3,internet_4,ln_total_spent
2461,43,17,54.0,19.400000000000002,2.336148,8.139852000000001,-1,1,9,0,0,0,0,0,0,9,-1.0,30.0,41,9.45,365.95,0.0,0.0,0.0,0.0,12.5,540.0,0.0,0.0,24,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,6.312877531677343
2462,55,13,48.0,10.100000000000001,0.7805280000000001,4.067472,-1,1,1,1,0,0,0,0,0,0,21.200000000000003,31.0,63,26.5,1501.5,0.0,0.0,0.0,0.0,20.0,1280.0,0.0,0.0,21,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,6.638803363510947
2463,37,18,57.0,11.1,2.208123,4.1188769999999995,-1,2,9,0,0,3,0,0,0,6,31.6,18.0,30,8.9,289.0,35.75,1138.4,49.9,1437.35,13.5,330.0,53.55,1551.95,15,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,6.870883804206232
2464,26,17,41.0,7.7,0.318857,2.838143,17,4,0,0,0,0,0,0,0,0,-1.0,27.0,9,6.8,66.45,19.25,209.5,0.0,0.0,22.75,215.0,33.95,299.65,18,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,6.457083578035894
2465,29,13,20.0,2.6,0.32864,0.19136000000000003,11,4,0,0,0,0,0,0,0,0,10.700000000000001,15.0,47,13.4,623.25,0.0,0.0,0.0,0.0,12.75,595.0,0.0,0.0,31,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,6.320894185606509
2466,34,20,125.0,14.000000000000002,5.3025,12.1975,-1,2,0,0,0,0,0,0,0,0,-1.0,28.0,38,12.1,443.1,31.0,1103.25,63.30050000000001,2599.75,21.25,855.0,71.2,2685.15,26,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7.147401902395361
2467,18,13,18.0,2.5,0.13545000000000001,0.31455,10,3,0,0,0,0,0,0,0,0,10.700000000000001,24.0,9,5.1,41.4,0.0,0.0,21.35,165.3,0.0,0.0,0.0,0.0,24,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5.886742716336424
2468,58,13,99.0,18.8,4.448268,14.163732,-1,1,7,1,0,0,0,0,0,6,36.0,20.0,72,49.05,3452.55,0.0,0.0,0.0,0.0,22.75,1620.0,0.0,0.0,19,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,5.851972568289383
2469,18,13,15.0,5.3,0.328335,0.46666499999999994,-1,1,2,2,0,0,0,0,0,0,7.300000000000001,26.0,6,5.4,39.15,15.75,91.4,0.0,0.0,15.0,75.0,0.0,0.0,20,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,6.155346297543303
2470,23,18,28.0,5.4,0.15875999999999998,1.35324,-1,1,0,0,0,0,0,0,0,0,13.600000000000001,13.0,23,6.15,146.8,25.0,573.2,38.6,878.1,26.75,560.0,0.0,0.0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.903206939349818
2471,19,11,23.0,11.799999999999999,0.431526,2.282474,9,3,3,0,0,0,0,0,0,3,10.5,30.0,17,9.05,142.9,0.0,0.0,0.0,0.0,7.25,135.0,0.0,0.0,12,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6.245292480553187
2472,63,11,22.0,6.3,0.529452,0.8565480000000001,12,5,0,0,0,0,0,0,0,0,12.5,18.0,15,12.4,194.15,24.0,358.35,0.0,0.0,29.75,410.0,0.0,0.0,24,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,5.054141682405396
2473,65,13,37.0,15.9,2.029635,3.853365,-1,1,1,0,1,0,0,0,0,0,22.900000000000002,17.0,44,7.5,322.0,24.5,963.8,0.0,0.0,11.0,445.0,0.0,0.0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,4.883937641050299
2474,34,18,97.0,5.800000000000001,2.301034,3.3249660000000003,13,2,13,2,0,0,0,0,0,11,41.1,25.0,2,6.55,11.5,12.75,23.45,45.65,56.5,64.25,55.0,39.2,57.4,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,6.890497211545856
2475,46,17,161.0,13.700000000000001,11.381412000000001,10.675588000000001,-1,2,2,0,0,0,0,0,0,2,83.30000000000001,29.0,11,3.2,38.95,14.5,156.3,43.25,373.6,40.5,380.0,25.25,236.0,15,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,6.177819624974356
2476,39,17,22.0,9.9,0.823284,1.3547159999999998,17,5,4,3,1,0,0,0,0,0,11.9,21.0,8,4.35,38.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,6.033853313599769
2477,64,19,272.0100000000002,18.0,14.280358400000008,24.064260000000036,11,6,13,3,0,0,0,0,0,10,81.7,15.0,54,17.35,976.85,0.0,0.0,46.15,2464.8,7.5,380.0,38.25,2007.1,16,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,7.155450945212504
2478,45,12,39.0,15.0,3.0887999999999995,2.7612,-1,1,0,0,0,0,0,0,0,0,18.1,36.0,16,5.15,73.9,0.0,0.0,0.0,0.0,12.25,165.0,0.0,0.0,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.095756992581866
2479,39,12,42.0,18.0,1.7236799999999999,5.83632,10,6,1,0,1,0,0,0,0,0,21.5,28.0,45,11.2,522.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7.118170163439622
2480,60,10,41.0,3.8,1.011142,0.5468580000000001,-1,1,4,0,0,0,0,2,0,2,17.900000000000002,22.0,72,46.5,3475.8,0.0,0.0,0.0,0.0,14.25,1015.0,0.0,0.0,16,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,6.548018509579002
2481,35,20,46.0,14.899999999999999,3.01576,3.83824,20,3,3,0,3,0,0,0,0,0,26.3,21.0,14,4.6,56.9,36.0,477.65,35.65,427.15,27.75,375.0,31.1,403.5,21,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.472816743035851
2482,75,15,95.0,18.9,1.5800400000000001,16.37496,-1,1,3,1,0,2,0,0,0,0,41.6,30.0,65,22.3,1491.9,43.0,2740.0,59.1,3679.4575,55.5,3430.0,46.05,2907.85,26,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,6.660434294849665
2483,20,15,30.0,9.700000000000001,1.0446900000000001,1.86531,-1,6,0,0,0,0,0,0,0,0,16.400000000000002,34.0,27,9.25,260.4,0.0,0.0,47.7,1269.15,0.0,0.0,45.85,1167.8,10,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,6.063529362008149
2484,38,11,56.0,6.9,0.7766640000000001,3.087336,-1,1,5,0,0,0,0,3,0,0,19.200000000000003,29.0,64,21.95,1385.9,0.0,0.0,26.55,1623.8,17.5,1040.0,0.0,0.0,22,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,6.311662211236443
2485,62,11,38.0,29.2,4.181824,7.370176,7,2,4,0,0,0,0,0,0,4,16.5,24.0,25,5.95,130.7,0.0,0.0,0.0,0.0,9.5,220.0,0.0,0.0,13,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,5.816485964569286
2486,62,17,49.0,10.4,3.658928,1.4370720000000001,-1,1,3,0,0,0,0,0,0,3,19.8,21.0,58,11.15,625.85,26.75,1600.4,0.0,0.0,60.25,3220.0,0.0,0.0,21,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,5.396487090320281
2487,19,14,16.0,8.3,0.24169600000000002,1.0863040000000002,-1,1,0,0,0,0,0,0,0,0,6.6000000000000005,24.0,20,10.25,204.1,19.0,374.5,0.0,0.0,0.0,0.0,0.0,0.0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.776909012980306
2488,79,18,14.0,20.4,1.676472,1.179528,18,2,0,0,0,0,0,0,0,0,8.8,25.0,60,27.1,1607.8,0.0,0.0,0.0,0.0,16.5,1015.0,0.0,0.0,22,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,6.189433869873471
2489,74,12,272.0100000000002,13.900000000000002,14.280358400000008,15.085392000000002,10,2,3,3,0,0,0,0,0,0,87.7,22.0,72,65.20100000000004,4689.065999999998,40.0,2882.85,0.0,0.0,50.0,3470.0,0.0,0.0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,7.221580131535116
2490,43,18,42.0,6.800000000000001,0.8853600000000001,1.9706400000000002,-1,1,0,0,0,0,0,0,0,0,20.0,22.0,7,4.45,30.55,25.0,154.15,0.0,0.0,37.75,235.0,20.55,118.3,13,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,5.280153395920365
2491,18,8,13.0,17.4,0.676338,1.5856620000000001,11,5,1,0,1,0,0,0,0,0,7.6000000000000005,24.0,9,2.1,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,5.743547911215617
2492,34,20,72.0,5.800000000000001,1.4240160000000002,2.751984,-1,1,2,0,2,0,0,0,0,0,35.5,23.0,37,9.85,380.75,33.5,1245.05,42.4,1504.35,19.5,710.0,41.8,1452.8,11,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,5.265380866301772
2493,22,16,26.0,5.2,0.42452799999999996,0.9274719999999999,18,3,0,0,0,0,0,0,0,0,13.200000000000001,34.0,33,13.6,445.55,0.0,0.0,36.55,1153.7,24.25,775.0,20.8,616.45,18,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,6.131639447682426
2494,75,18,138.0,1.5,0.68931,1.38069,-1,1,0,0,0,0,0,0,0,0,72.0,26.0,41,19.3,765.05,40.75,1660.75,0.0,0.0,25.0,960.0,31.95,1376.8,21,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,6.245738480618754
2495,48,15,68.0,0.8,0.12403200000000002,0.419968,13,2,7,0,0,0,0,0,0,7,30.3,28.0,10,5.45,63.9,22.75,236.05,44.35,368.85,13.75,115.0,34.05,302.4,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,5.953866516692663
2496,35,11,33.0,4.0,0.363,0.9570000000000001,13,3,0,0,0,0,0,0,0,0,14.200000000000001,19.0,6,3.7,13.4,19.25,102.7,0.0,0.0,29.0,155.0,19.2,84.5,19,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,6.448968504941567
2497,64,17,53.0,10.5,3.1553549999999997,2.409645,10,2,0,0,0,0,0,0,0,0,22.400000000000002,23.0,50,11.15,556.45,18.5,893.4,0.0,0.0,14.5,635.0,0.0,0.0,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5.655502180480969
2498,28,19,37.0,12.0,0.24864,4.1913599999999995,18,4,5,0,0,0,0,0,0,5,19.700000000000003,13.0,14,3.35,42.95,16.5,222.35,39.85,509.65,55.25,740.0,34.2,452.9,25,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,6.343722249383799
2499,54,15,36.0,12.5,0.4635,4.0365,18,6,4,1,0,0,0,0,2,0,14.3,22.0,61,22.3,1334.2,17.0,1010.3,0.0,0.0,12.5,730.0,0.0,0.0,13,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5.701212508453564
2500,44,18,47.0,20.8,3.802864,5.973136,-1,3,0,0,0,0,0,0,0,0,18.900000000000002,16.0,25,9.15,235.35,0.0,0.0,29.25,678.65,13.75,340.0,0.0,0.0,21,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5.354697699984144
2501,50,20,100.0,3.5999999999999996,0.7559999999999999,2.844,18,2,0,0,0,0,0,0,0,0,-1.0,19.0,50,10.2,567.85,33.25,1660.55,63.30050000000001,3679.4575,64.25,4011.19999999999,78.30400000000007,4530.186000000002,19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.003319004554988
2502,22,17,18.0,12.0,0.1836,1.9764000000000002,-1,1,4,0,2,2,0,0,0,0,-1.0,38.0,30,12.3,356.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,6.099331917976989
2503,56,14,99.0,11.5,4.75893,6.6260699999999995,11,2,0,0,0,0,0,0,0,0,52.7,17.0,1,4.0,4.0,14.0,14.0,0.0,0.0,9.5,9.5,0.0,0.0,14,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,5.267858159063328
2504,32,12,34.0,1.5,0.34425,0.16575,12,4,5,0,0,0,0,0,0,5,20.700000000000003,26.0,51,14.6,690.15,0.0,0.0,0.0,0.0,6.75,295.0,0.0,0.0,23,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,6.74259757686658
